SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQualityRate,LocalAmenities,TransportAccess,Floors,Windows,PreviousSalePrice
594.66,1.0,2.0,605.78,56.4,7.0,92.24,4.3,84.09,1.79,5.0,1.0,3.0,1.0,17.0,19370.21201
814.83,3.0,4.0,619.33,30.71,8.0,13.53,12.19,91.23,1.95,5.0,6.0,5.0,1.0,14.0,557038.7382
550.0,1.0,2.0,10.19,39.52,8.0,49.79,27.48,94.67,2.06,5.0,5.0,5.0,1.0,12.0,63227.82054
1236.71,1.0,2.0,1065.99,57.0,6.0,81.64,17.56,91.71,1.49,7.0,10.0,7.0,1.0,5.0,148065.8613
1292.55,4.0,3.0,692.31,24.5,8.0,16.89,1.19,92.77,0.47,6.0,2.0,5.0,1.0,13.0,494645.3531
1230.69,1.0,4.0,311.8,43.25,6.0,117.42,5.49,99.9,2.74,9.0,7.0,8.0,1.0,10.0,332910.0212
1511.89,4.0,3.0,361.83,20.86,8.0,16.69,12.15,93.86,0.26,6.0,8.0,9.0,1.0,23.0,559738.4815
550.0,4.0,5.0,261.13,38.17,8.0,49.37,7.88,95.09,1.54,5.0,6.0,7.0,1.0,28.0,508513.1038
1038.38,1.0,4.0,772.65,9.44,9.0,1.75,27.76,87.43,0.8,9.0,5.0,8.0,1.0,16.0,459321.4361
1085.16,1.0,3.0,483.46,69.14,4.0,14.44,46.72,99.9,1.41,7.0,6.0,6.0,1.0,19.0,137424.6493
820.43,4.0,2.0,573.52,6.66,8.0,29.49,11.73,93.67,1.22,7.0,2.0,5.0,1.0,21.0,400560.8235
961.97,2.0,3.0,301.57,8.25,8.0,26.12,12.76,95.89,1.28,4.0,8.0,8.0,1.0,18.0,243897.1949
1250.32,2.0,4.0,673.64,35.24,6.0,19.87,35.45,94.33,1.68,6.0,1.0,4.0,1.0,10.0,641270.4571
1093.37,4.0,3.0,640.98,51.03,5.0,44.31,17.41,99.9,1.23,7.0,7.0,6.0,1.0,14.0,482829.9785
550.0,2.0,2.0,681.93,36.97,3.0,58.92,14.48,89.48,1.67,3.0,3.0,5.0,1.0,9.0,31251.84663
699.19,1.0,2.0,301.7,16.4,5.0,111.09,37.0,84.72,1.52,2.0,7.0,7.0,1.0,20.0,76562.2471
1362.96,5.0,5.0,834.44,57.37,8.0,17.89,13.55,98.5,0.71,8.0,9.0,6.0,1.0,21.0,777690.5729624999
805.25,1.0,3.0,394.34,36.98,8.0,13.26,5.99,99.52,1.33,6.0,7.0,5.0,1.0,2.0,202189.3727
2010.62,3.0,4.0,483.35,5.37,9.0,37.36,2.15,94.15,1.65,9.0,8.0,9.0,1.0,11.0,753488.3626
1662.03,2.0,3.0,450.05,37.76,8.0,14.68,18.11,90.32,1.77,6.0,9.0,8.0,1.0,33.5,482298.0464
1211.47,2.0,3.0,184.46,42.06,5.0,50.05,14.12,89.81,1.35,3.0,8.0,5.0,1.0,17.0,270884.0567
1099.53,1.0,3.0,218.94,6.51,8.0,62.5,0.22,93.26,0.82,3.0,6.0,9.0,1.0,6.0,223260.8404
550.0,4.0,2.0,185.8,18.59,9.0,75.0,23.3,94.46,0.56,3.0,6.0,4.0,1.0,15.0,181354.0317
1152.07,1.0,2.0,335.95,6.0,5.0,14.4,20.6,80.85,1.61,4.0,6.0,5.0,1.0,8.0,92454.17153
839.86,2.0,3.0,1022.66,44.57,8.0,55.82,5.69,91.79,1.04,5.0,5.0,7.0,1.0,13.0,274953.7258
1118.63,3.0,3.0,438.45,38.71,10.0,16.9,7.88,99.9,1.02,5.0,3.0,2.0,1.0,11.0,468900.6086
1411.04,1.0,5.0,465.67,37.83,5.0,63.68,2.26,91.82,2.3,8.0,8.0,5.0,1.0,16.0,434924.7769
1476.57,3.0,3.0,711.54,48.08,9.0,55.25,4.13,91.8,2.8600000000000003,8.0,8.0,8.0,1.0,21.0,516560.841
2368.87,2.0,5.0,717.29,51.98,9.0,11.96,24.16,96.87,2.12,6.0,5.0,3.0,1.0,14.0,771160.1723
755.25,5.0,2.0,450.26,34.74,7.0,0.12,33.8,90.38,1.79,2.0,4.0,5.0,1.0,3.0,271889.502
1722.32,3.0,5.0,311.95,31.43,10.0,49.38,4.62,98.61,2.0,7.0,6.0,6.0,1.0,14.0,633212.6247
1154.31,2.0,3.0,321.39,43.9,9.0,15.68,21.34,96.83,0.76,4.0,4.0,8.0,1.0,11.0,417000.4103
855.93,3.0,1.0,946.67,34.96,5.0,42.11,41.26,97.47,2.09,4.0,3.0,6.0,1.0,24.0,148396.1528
550.0,4.0,4.0,243.47,65.17,7.0,68.12,18.77,97.9,2.58,6.0,9.0,8.0,1.0,28.0,246715.1389
1333.9,3.0,4.0,978.39,47.77,6.0,55.63,0.8,93.36,1.93,6.0,5.0,5.0,1.0,10.0,334283.3214
611.55,3.0,3.0,846.64,35.99,4.0,137.10750000000002,51.165000000000006,99.9,1.94,5.0,5.0,8.0,1.0,20.0,252792.5487
1201.84,3.0,2.0,1209.03,49.9,5.0,27.26,10.94,90.36,1.5,8.0,9.0,9.0,1.0,33.5,268943.0146
1910.04,2.0,3.0,498.54,8.05,8.0,70.08,8.91,87.76,2.5,6.0,2.0,6.0,1.0,19.0,538517.9078
1056.76,2.0,4.0,420.14,38.95,5.0,25.63,12.3,90.44,1.96,4.0,7.0,7.0,1.0,13.0,292515.0764
550.0,3.0,2.0,839.33,51.3,7.0,54.43,34.23,99.17,1.46,3.0,1.0,3.0,1.0,12.0,68947.38787
1067.3,3.0,2.0,665.83,11.73,6.0,20.03,29.33,94.46,1.09,8.0,1.0,2.0,1.0,5.0,204894.7445
918.0,2.0,3.0,288.11,21.94,7.0,69.1,13.94,87.22,2.64,6.0,3.0,6.0,1.0,13.0,281642.0505
894.61,1.0,3.0,191.89,40.59,8.0,27.97,3.02,91.29,1.93,5.0,8.0,7.0,1.0,13.0,197729.3597
550.0,1.0,4.0,335.68,39.89,5.0,43.35,3.48,97.4,0.92,4.0,10.0,4.0,1.0,23.0,152405.9201
837.37,1.0,4.0,235.1,51.05,7.0,53.22,36.03,99.9,1.63,3.0,10.0,7.0,1.0,12.0,104559.7288
1253.45,2.0,3.0,670.26,21.08,7.0,108.57,17.58,96.23,1.48,5.0,4.0,2.0,1.0,17.0,142577.3832
1034.81,2.0,3.0,1047.28,27.22,5.0,14.56,2.88,92.12,0.99,5.0,9.0,6.0,1.0,23.0,315713.4703
725.24,4.0,1.0,199.71,20.37,5.0,107.82,21.13,93.21,1.57,1.0,1.0,5.0,1.0,24.0,107781.6271
739.26,1.0,2.0,373.41,20.04,3.0,83.29,19.8,91.72,1.47,2.0,7.0,5.0,1.0,28.0,46646.71244
1927.22,3.0,5.0,321.12,1.8,8.0,11.62,21.65,97.7,0.8,9.0,10.0,5.0,1.0,16.0,601819.0328
781.49,2.0,3.0,539.35,5.11,6.0,45.32,22.52,96.38,1.13,5.0,8.0,2.0,1.0,22.0,307301.0156
763.07,2.0,2.0,577.98,29.17,5.0,74.73,10.38,91.0,1.63,4.0,7.0,9.0,1.0,15.0,66989.99955
1269.91,2.0,4.0,799.79,17.36,7.0,6.68,19.32,90.07,1.75,4.0,8.0,5.0,1.0,15.0,288911.7543
550.0,2.0,3.0,656.92,56.88,7.0,62.6,39.67,85.59,2.09,4.0,3.0,6.0,1.0,5.0,110679.685
2368.87,1.0,3.0,798.67,11.72,9.0,54.46,2.56,94.12,1.08,6.0,3.0,3.0,1.0,17.0,501956.3988
941.5,1.0,3.0,530.29,45.58,7.0,26.1,14.93,97.66,1.59,6.0,5.0,8.0,1.0,10.0,140000.9375
550.0,1.0,2.0,224.19,7.13,7.0,58.18,23.58,99.9,1.61,3.0,6.0,6.0,1.0,33.0,71522.87281
1017.6,4.0,3.0,1050.06,27.09,7.0,16.16,21.63,95.73,1.31,5.0,7.0,5.0,1.0,12.0,408901.8994
1581.77,2.0,3.0,847.84,22.96,9.0,38.8,19.05,96.94,1.6,7.0,7.0,8.0,1.0,24.0,344310.3892
982.41,3.0,3.0,798.74,12.13,8.0,61.02,4.05,91.9,1.55,4.0,9.0,8.0,1.0,8.0,384391.8427
1312.12,2.0,4.0,821.74,18.96,8.0,53.84,6.32,85.51,1.66,5.0,5.0,8.0,1.0,9.0,354201.8406
1729.0,4.0,4.0,976.73,45.88,5.0,11.96,6.0,99.9,1.58,9.0,6.0,6.0,1.0,4.0,507080.8584
1145.43,3.0,2.0,592.24,39.32,6.0,36.31,12.94,90.22,1.8,5.0,8.0,5.0,1.0,1.0,351287.7533
891.53,2.0,3.0,452.0,41.16,7.0,44.1,12.99,89.85,1.2,5.0,6.0,8.0,1.0,14.0,303988.0887
1203.62,2.0,2.0,407.94,82.91125,7.0,23.8,10.75,96.42,1.84,6.0,3.0,5.0,1.0,8.0,195967.5497
1756.32,3.0,3.0,633.69,25.71,7.0,10.45,7.74,88.06,2.48,4.0,9.0,8.0,1.0,19.0,305893.1983
1294.09,1.0,3.0,381.25,76.0,6.0,12.47,8.76,91.38,1.97,1.0,8.0,3.0,1.0,11.0,249572.5254
1318.48,4.0,2.0,729.79,18.15,8.0,93.88,17.27,97.85,1.26,6.0,3.0,7.0,1.0,15.0,476565.634
1608.87,4.0,4.0,686.46,23.12,9.0,119.66,5.85,96.3,1.52,7.0,7.0,5.0,1.0,20.0,661753.1824
1885.58,3.0,2.0,11.95,2.94,10.0,10.71,23.91,88.08,1.56,9.0,9.0,6.0,1.0,13.0,369071.5378
1552.76,3.0,3.0,781.32,36.57,7.0,6.2,4.56,89.28,1.27,7.0,6.0,10.0,1.0,24.0,496563.707
1133.71,1.0,5.0,565.32,36.18,6.0,55.63,31.74,95.88,1.65,7.0,9.0,8.0,1.0,16.0,381966.0307
1339.88,1.0,4.0,443.41,36.41,10.0,77.29,16.39,93.7,1.14,7.0,10.0,10.0,1.0,20.0,733153.1086
800.24,4.0,4.0,538.07,27.28,10.0,47.79,7.99,96.01,2.2,5.0,3.0,5.0,1.0,24.0,439960.143
550.0,1.0,4.0,47.13,52.34,6.0,6.51,3.06,87.83,1.64,3.0,2.0,4.0,1.0,10.0,36642.59771
1310.08,5.0,5.0,742.73,60.45,9.0,137.10750000000002,31.9,87.17,2.1,7.0,10.0,8.0,1.0,16.0,480433.3289
550.0,2.0,5.0,595.84,33.9,10.0,13.87,23.75,94.54,0.46,6.0,7.0,7.0,1.0,33.5,317736.4914
1940.29,3.0,4.0,795.7,61.26,7.0,37.89,19.52,87.32,1.44,4.0,7.0,7.0,1.0,21.0,540145.099
1135.54,3.0,2.0,357.32,23.57,10.0,3.23,10.2,95.04,1.72,7.0,10.0,8.0,1.0,10.0,365332.0548
798.61,2.0,2.0,335.16,36.1,8.0,53.3,31.12,89.92,2.01,4.0,9.0,9.0,1.0,10.0,28083.1033
1092.07,2.0,2.0,476.54,28.09,7.0,10.36,16.12,88.95,1.13,4.0,6.0,10.0,1.0,18.0,372149.3482
550.0,3.0,4.0,234.87,58.21,7.0,119.98,24.44,91.26,1.63,3.0,4.0,5.0,1.0,13.0,368878.0939
1843.76,2.0,3.0,378.68,23.49,8.0,42.5,6.34,91.78,0.36,8.0,10.0,7.0,1.0,13.0,550827.9241
699.29,3.0,4.0,319.61,41.17,8.0,2.53,28.96,98.2,1.7,3.0,4.0,3.0,1.0,6.0,344753.473
1480.66,2.0,3.0,641.79,51.98,6.0,28.27,11.0,99.9,2.02,5.0,6.0,4.0,1.0,12.0,221475.2986
1913.1,2.0,4.0,529.67,42.71,9.0,54.32,11.06,96.54,0.23,9.0,1.0,6.0,1.0,33.5,467738.2723
1058.63,3.0,4.0,595.41,36.07,9.0,47.33,11.31,91.67,1.44,5.0,6.0,2.0,1.0,7.0,406536.9315
550.0,3.0,2.0,468.29,7.65,6.0,92.63,20.29,91.38,1.21,7.0,6.0,8.0,1.0,22.0,160988.9713
550.0,2.0,4.0,780.96,30.0,4.0,107.62,18.74,84.21,1.92,2.0,2.0,2.0,1.0,16.0,130074.7454
772.24,2.0,4.0,821.65,17.17,9.0,39.16,27.38,93.11,0.86,5.0,5.0,5.0,1.0,9.0,205850.3205
923.99,2.0,3.0,358.02,21.18,8.0,15.02,15.61,94.78,1.19,5.0,10.0,7.0,1.0,20.0,416903.0959
732.75,1.0,4.0,58.16,14.7,6.0,71.71,21.54,88.74,1.5,4.0,1.0,5.0,1.0,18.0,179282.3746
1304.58,4.0,1.0,818.42,63.59,4.0,13.53,15.72,88.03,1.25,6.0,3.0,4.0,1.0,8.0,320971.7801
846.32,1.0,3.0,411.26,50.98,5.0,16.75,0.44,93.25,1.26,4.0,8.0,6.0,1.0,9.0,221033.9943
1117.59,3.0,5.0,616.08,34.48,9.0,80.22,21.81,99.9,1.86,7.0,4.0,9.0,1.0,7.0,411819.298
760.96,3.0,3.0,416.3,28.32,5.0,29.15,0.7,94.33,1.26,5.0,7.0,4.0,1.0,17.0,238087.6476
1168.01,2.0,1.0,335.34,80.41,8.0,37.92,28.58,93.0,1.06,5.0,6.0,4.0,1.0,18.0,25880.18416
2063.7,3.0,3.0,686.76,81.49,4.0,83.97,46.16,89.97,2.18,5.0,4.0,7.0,1.0,14.0,529380.1624
923.61,3.0,4.0,436.96,37.14,10.0,54.09,3.43,94.05,2.09,6.0,4.0,7.0,1.0,11.0,491102.4804
1055.67,2.0,4.0,445.05,31.25,7.0,29.45,26.04,94.24,2.0,4.0,8.0,7.0,1.0,14.0,259347.4688
1561.19,3.0,1.0,471.66,31.38,6.0,17.27,16.28,99.9,1.33,7.0,7.0,9.0,1.0,15.0,445003.5571
550.0,3.0,1.0,290.28,17.7,5.0,5.79,16.49,89.02,1.02,4.0,10.0,6.0,1.0,9.0,81668.28711
550.0,4.0,5.0,747.14,26.02,10.0,39.25,24.72,90.29,1.39,6.0,6.0,7.0,1.0,13.0,244739.5445
1176.45,2.0,4.0,637.57,30.14,6.0,64.66,27.46,95.18,1.62,4.0,7.0,4.0,1.0,18.0,439170.5462
550.0,2.0,4.0,275.19,54.0,6.0,28.92,18.11,91.18,1.5,5.0,3.0,5.0,1.0,10.0,249336.666
965.01,3.0,4.0,821.61,50.46,6.0,2.55,16.81,81.02,1.63,5.0,10.0,10.0,1.0,12.0,377597.0026
1143.01,3.0,3.0,490.36,66.91,7.0,4.41,51.165000000000006,86.89,2.16,3.0,3.0,4.0,1.0,20.0,378803.2791
1119.46,3.0,2.0,828.44,26.99,7.0,70.06,23.52,99.65,0.74,7.0,8.0,5.0,1.0,23.0,246008.2978
608.71,1.0,2.0,448.97,23.0,5.0,73.96,1.1,83.11,2.05,6.0,5.0,7.0,1.0,10.0,126116.655
2167.29,1.0,3.0,119.79,11.64,9.0,11.65,18.75,93.84,1.2,8.0,4.0,5.0,1.0,33.5,380746.0172
972.21,1.0,3.0,769.51,8.14,7.0,47.5,10.11,96.21,1.1,1.0,6.0,5.0,1.0,21.0,91492.72867
1287.27,3.0,4.0,964.39,34.85,7.0,28.68,27.13,99.9,2.07,4.0,7.0,8.0,1.0,9.0,635898.9889
1472.52,4.0,2.0,416.25,44.74,6.0,80.42,26.52,91.75,2.11,7.0,9.0,5.0,1.0,26.0,375594.8275
1191.59,2.0,3.0,324.28,45.84,6.0,1.26,31.09,99.9,2.29,5.0,10.0,8.0,1.0,27.0,328892.3425
1214.59,2.0,3.0,250.64,27.82,7.0,81.17,27.23,95.28,1.92,7.0,8.0,7.0,1.0,7.0,387107.4444
915.61,2.0,3.0,350.37,12.01,9.0,48.52,25.06,98.64,0.6,2.0,7.0,6.0,1.0,17.0,291756.2417
1064.7,3.0,1.0,853.17,35.88,5.0,12.7,21.35,94.9,1.18,4.0,8.0,7.0,1.0,22.0,179523.6945
821.43,4.0,3.0,800.0,21.32,8.0,35.88,1.93,91.06,1.68,4.0,8.0,7.0,1.0,9.0,370102.5654
1220.43,2.0,5.0,880.16,33.81,8.0,51.89,37.69,95.03,1.1,6.0,7.0,5.0,1.0,25.0,665246.6781
1885.27,1.0,3.0,385.69,34.29,7.0,63.41,29.06,92.97,1.98,4.0,5.0,3.0,1.0,24.0,341604.2501
1735.68,2.0,2.0,463.03,39.44,5.0,32.12,6.71,89.14,2.05,5.0,6.0,5.0,1.0,14.0,396915.404
915.19,1.0,2.0,716.4,34.5,5.0,61.39,26.67,96.93,1.02,3.0,2.0,5.0,1.0,3.0,162168.827
846.7,3.0,1.0,519.02,13.62,7.0,10.97,39.44,99.9,1.0,4.0,6.0,6.0,1.0,18.0,66485.69605
1124.78,2.0,3.0,301.6,6.05,8.0,6.84,3.23,98.24,0.97,7.0,6.0,8.0,1.0,22.0,322526.3293
550.0,3.0,2.0,492.09,9.62,9.0,86.06,21.59,95.32,1.99,5.0,6.0,6.0,1.0,17.0,171065.8476
975.57,1.0,2.0,197.27,44.83,6.0,79.16,4.66,95.97,0.89,4.0,3.0,2.0,1.0,12.0,55773.54671
1711.71,1.0,3.0,1013.39,41.84,8.0,64.35,10.14,89.0,1.35,4.0,6.0,5.0,1.0,33.5,291155.7421
1069.97,3.0,5.0,281.48,14.14,10.0,15.74,8.6,91.46,1.38,8.0,10.0,9.0,1.0,11.0,529077.9175
1473.19,2.0,1.0,283.37,2.04,8.0,53.6,2.95,94.42,1.54,5.0,6.0,6.0,1.0,15.0,151778.6514
817.26,4.0,2.0,942.17,17.58,6.0,114.97,33.9,86.02,1.89,3.0,7.0,5.0,1.0,13.0,239202.7346
1368.21,2.0,3.0,64.97,49.94,7.0,42.88,6.13,90.8,1.83,5.0,7.0,3.0,1.0,33.5,425889.2575
760.77,1.0,4.0,57.28,15.77,9.0,61.77,4.59,99.9,1.25,7.0,2.0,3.0,1.0,14.0,229680.3113
550.0,3.0,6.0,55.58,21.21,10.0,58.88,0.63,93.81,1.31,4.0,2.0,3.0,1.0,20.0,466584.6519
1126.88,2.0,3.0,815.71,13.18,7.0,66.91,41.22,99.9,1.27,6.0,3.0,5.0,1.0,12.0,284735.4916
1171.95,2.0,3.0,825.6,34.49,3.0,19.95,16.35,89.01,0.96,3.0,7.0,9.0,1.0,23.0,476817.2944
1175.77,5.0,3.0,223.27,14.9,9.0,66.36,12.12,94.8,2.08,8.0,3.0,6.0,1.0,18.0,512290.5948
879.48,3.0,4.0,663.46,27.8,9.0,10.4,6.69,99.9,1.54,5.0,5.0,7.0,1.0,14.0,290733.9099
1345.5,1.0,3.0,557.4,21.85,7.0,83.95,24.88,99.9,1.07,7.0,5.0,4.0,1.0,15.0,233284.6455
1852.27,1.0,3.0,329.49,25.56,10.0,7.53,27.03,91.82,2.4,8.0,9.0,5.0,1.0,20.0,321810.0561
669.63,2.0,2.0,79.51,24.6,4.0,54.64,13.31,91.17,1.94,1.0,1.0,5.0,1.0,25.0,115225.9999
550.0,2.0,1.0,684.06,31.58,5.0,23.43,26.05,88.41,1.37,1.0,3.0,4.0,1.0,8.0,114079.012
638.75,1.0,3.0,416.38,4.71,3.0,9.18,4.01,97.39,0.13999999999999968,4.0,8.0,6.0,1.0,20.0,107653.5454
1406.82,1.0,2.0,409.31,22.98,8.0,53.6,28.52,94.09,1.15,8.0,10.0,9.0,1.0,14.0,214125.9751
796.19,3.0,4.0,1088.34,53.34,5.0,37.92,11.24,91.83,1.54,6.0,7.0,4.0,1.0,23.0,511531.9376
1587.62,3.0,1.0,537.51,27.16,9.0,88.81,18.2,99.9,0.75,5.0,4.0,3.0,1.0,31.0,245257.8512
945.36,2.0,3.0,281.91,42.9,5.0,8.61,29.87,93.51,1.63,4.0,10.0,8.0,1.0,9.0,140050.8266
550.0,2.0,2.0,773.29,7.32,3.0,37.24,5.97,90.44,1.49,2.0,8.0,8.0,1.0,13.0,30111.17435
849.29,3.0,4.0,426.47,16.08,10.0,28.14,6.26,96.18,0.91,9.0,10.0,7.0,1.0,18.0,649197.0891
1421.46,4.0,3.0,87.38,14.46,7.0,61.86,33.12,96.1,2.28,6.0,8.0,7.0,1.0,8.0,374149.5865
687.1,3.0,3.0,582.15,20.61,6.0,17.25,10.41,89.34,1.66,3.0,6.0,4.0,1.0,17.0,203944.0679
798.01,3.0,2.0,537.99,39.76,8.0,44.62,16.81,92.65,2.33,4.0,1.0,7.0,1.0,18.0,204031.6709
659.51,1.0,1.0,774.48,49.07,7.0,77.2,15.54,95.38,0.98,4.0,2.0,5.0,1.0,7.0,161042.6534
694.47,2.0,4.0,608.85,34.01,8.0,64.96,21.25,91.76,2.55,5.0,9.0,8.0,1.0,19.0,230161.809
1837.46,2.0,4.0,752.13,29.17,7.0,16.1,3.2,91.8,1.43,4.0,4.0,6.0,1.0,33.5,581342.7131
550.0,1.0,3.0,885.91,30.13,9.0,2.5,3.87,99.9,1.75,6.0,5.0,8.0,1.0,33.5,11349.47044
1432.99,3.0,3.0,292.24,3.2,10.0,42.01,3.46,99.34,1.73,7.0,10.0,9.0,1.0,14.0,360228.8941
626.54,3.0,3.0,1182.22,55.37,6.0,66.76,41.51,88.6,2.72,8.0,8.0,4.0,1.0,12.0,266438.8894
720.01,1.0,2.0,745.72,19.26,5.0,68.45,50.06,89.14,1.26,4.0,10.0,4.0,1.0,9.0,135784.8707
550.0,1.0,3.0,723.03,59.32,7.0,29.92,51.165000000000006,90.88,2.2,2.0,5.0,7.0,1.0,10.0,59433.80619
1421.91,2.0,2.0,993.73,42.89,5.0,2.3,26.02,87.13,1.52,5.0,10.0,9.0,1.0,33.5,296579.1846
1053.98,4.0,4.0,196.0,8.77,10.0,12.67,7.64,96.92,1.62,8.0,8.0,8.0,1.0,10.0,473174.0402
550.0,1.0,3.0,811.06,46.9,5.0,16.45,21.91,97.24,1.09,5.0,7.0,5.0,1.0,9.0,90460.73789
1003.86,1.0,5.0,507.85,29.61,7.0,9.36,10.88,95.67,2.07,3.0,10.0,6.0,1.0,10.0,254903.3722
974.69,2.0,4.0,1009.17,47.28,7.0,13.49,5.82,95.35,1.48,8.0,10.0,10.0,1.0,23.0,308145.3169
2246.07,5.0,2.0,479.74,0.41,10.0,8.99,4.09,99.03,1.5,9.0,10.0,7.0,1.0,14.0,540798.6089
1734.6,3.0,1.0,673.13,35.29,5.0,64.29,1.49,91.68,1.94,7.0,5.0,5.0,1.0,8.0,213044.327
566.62,1.0,4.0,779.42,20.56,6.0,39.46,10.08,97.29,1.84,5.0,4.0,5.0,1.0,13.0,181861.5423
682.66,1.0,4.0,549.44,26.78,7.0,115.33,51.165000000000006,95.91,1.78,3.0,1.0,5.0,1.0,16.0,49221.70676
1314.72,1.0,2.0,765.95,59.41,8.0,7.83,7.51,88.73,1.38,4.0,8.0,9.0,1.0,12.0,131432.2131
806.38,1.0,3.0,833.94,15.79,4.0,93.14,37.27,89.26,1.33,3.0,6.0,4.0,1.0,13.0,169236.9098
804.51,2.0,3.0,29.88,61.67,9.0,84.74,13.14,99.52,1.98,5.0,7.0,4.0,1.0,27.0,224227.6398
1037.35,2.0,2.0,934.92,48.03,6.0,13.84,41.71,94.51,1.49,5.0,9.0,9.0,1.0,8.0,110472.565
550.0,3.0,4.0,897.81,23.43,7.0,11.96,18.39,94.32,1.8,5.0,7.0,3.0,1.0,13.0,230916.6013
550.0,2.0,3.0,335.59,52.64,4.0,4.61,4.15,88.68,2.06,3.0,7.0,7.0,1.0,21.0,40751.05238
1288.28,4.0,4.0,461.43,22.43,10.0,57.2,1.53,97.56,1.31,8.0,6.0,7.0,1.0,13.0,589936.7568
550.0,1.0,4.0,517.45,40.17,8.0,62.33,22.09,93.49,1.52,4.0,9.0,8.0,1.0,17.0,41491.92588
1372.58,2.0,4.0,516.07,2.82,9.0,20.34,24.55,99.25,1.25,6.0,6.0,9.0,1.0,9.0,410948.4637
1428.66,2.0,4.0,329.34,47.37,6.0,8.01,19.43,99.9,1.29,6.0,4.0,7.0,1.0,3.0,535860.7967
1507.66,5.0,4.0,6.65,43.4,9.0,0.84,5.73,95.07,1.53,7.0,6.0,3.0,1.0,33.5,679566.0488
1383.96,1.0,4.0,622.16,66.01,7.0,47.43,5.94,94.51,1.41,4.0,10.0,7.0,1.0,7.0,350939.3103
887.74,2.0,4.0,695.28,26.29,6.0,44.13,14.76,92.32,1.97,4.0,3.0,8.0,1.0,18.0,163953.6517
931.61,2.0,3.0,571.55,62.45,8.0,18.16,41.47,93.75,1.41,5.0,6.0,5.0,1.0,18.0,331313.0259
1420.92,1.0,4.0,457.31,10.64,6.0,18.35,0.07,99.9,2.04,2.0,9.0,8.0,1.0,10.0,229887.7299
856.67,4.0,3.0,669.49,34.59,6.0,104.25,9.06,97.56,1.54,3.0,6.0,8.0,1.0,33.0,216107.0988
1307.18,3.0,3.0,149.03,41.85,6.0,17.04,29.95,97.78,1.74,5.0,5.0,7.0,1.0,11.0,404923.0272
1103.76,3.0,2.0,562.92,50.24,4.0,9.8,3.27,95.14,1.52,5.0,4.0,6.0,1.0,15.0,261661.6213
712.37,2.0,4.0,26.09,32.68,10.0,79.36,2.3,99.9,1.29,6.0,10.0,9.0,1.0,17.0,241120.9549
1014.11,3.0,3.0,908.45,17.96,10.0,64.42,38.18,94.87,1.72,7.0,4.0,6.0,1.0,14.0,277662.226
834.4,2.0,3.0,424.69,13.5,9.0,11.2,32.79,90.09,1.79,4.0,5.0,6.0,1.0,20.0,218176.661
1423.57,4.0,6.0,249.96,21.33,9.0,54.89,11.77,94.53,1.39,9.0,4.0,6.0,1.0,15.0,777690.5729624999
1404.58,2.0,3.0,508.44,6.07,7.0,15.2,9.68,91.28,1.47,6.0,3.0,6.0,1.0,13.0,527475.3012
550.0,3.0,4.0,1101.59,8.8,9.0,45.26,1.29,98.7,1.44,5.0,5.0,5.0,1.0,18.0,268055.7881
614.58,1.0,2.0,207.28,37.4,8.0,77.09,10.8,98.25,2.64,6.0,4.0,4.0,1.0,26.0,6235.488942
708.08,4.0,4.0,137.97,43.05,7.0,18.24,4.28,86.32,1.38,8.0,8.0,6.0,1.0,10.0,447525.0981
1219.17,3.0,4.0,635.43,3.8,8.0,74.06,15.09,94.42,1.48,6.0,5.0,6.0,1.0,17.0,675981.0883
813.44,4.0,2.0,924.66,24.72,6.0,41.72,39.95,93.7,1.16,6.0,1.0,2.0,1.0,3.0,179744.0457
938.79,2.0,3.0,1207.74,21.43,6.0,23.95,20.49,98.0,1.35,3.0,7.0,10.0,1.0,25.0,235214.6563
1662.92,2.0,1.0,268.64,53.94,7.0,35.25,30.19,93.78,1.68,3.0,6.0,7.0,1.0,17.0,128557.5093
989.32,1.0,4.0,525.88,21.41,8.0,50.54,30.11,89.56,1.55,3.0,1.0,2.0,1.0,16.0,137862.4402
563.95,1.0,4.0,358.21,7.32,7.0,16.5,37.79,90.1,1.28,2.0,6.0,3.0,1.0,7.0,144867.1084
627.78,1.0,3.0,219.09,5.84,8.0,12.27,18.14,94.47,1.46,5.0,6.0,7.0,1.0,11.0,216202.937
1320.0,4.0,4.0,669.14,47.81,10.0,33.11,0.35,96.25,2.13,9.0,7.0,10.0,1.0,4.0,566943.1682
1376.46,2.0,1.0,620.53,43.32,6.0,39.55,32.62,88.42,1.08,4.0,4.0,7.0,1.0,33.5,169545.6073
550.0,1.0,1.0,641.35,29.26,3.0,83.79,35.69,92.16,1.69,1.0,4.0,2.0,1.0,33.5,455852.4642
1226.59,2.0,2.0,900.44,5.32,7.0,12.87,20.06,98.24,1.0,6.0,8.0,4.0,1.0,9.0,130453.5625
1005.09,3.0,4.0,570.17,35.63,9.0,10.08,19.38,99.9,1.78,5.0,7.0,3.0,1.0,12.0,204595.6187
1038.3,2.0,4.0,1066.03,75.45,7.0,133.01,6.54,96.24,1.43,4.0,8.0,5.0,1.0,8.0,578832.7929
550.0,1.0,4.0,762.92,29.73,6.0,63.84,1.71,99.24,1.23,6.0,10.0,9.0,1.0,10.0,235893.1605
